,title,description,originallink,link,pubDate
0,"&apos;<b>손흥민</b> 백업&apos; 브리안 힐, 대체자 영입되어야 떠난다",힐은 지난해 여름 <b>손흥민</b>의 백업으로 토트넘 유니폼을 입었다. 하지만 극심한 적응기를 보냈고 부진이 길어지면서 겨울 이적시장을 통해 발렌시아로 임대를 떠났다. 힐은 윙어가 부족했던 발렌시아에 합류하자마자... ,http://www.interfootball.co.kr/news/articleView.html?idxno=579759,https://sports.news.naver.com/news.nhn?oid=413&aid=0000144820,"Thu, 18 Aug 2022 10:11:00 +0900"
1,"<b>손흥민</b>, EPL 경기 중 또 인종차별?…조사 착수한 첼시", <b>손흥민</b>이 잉글랜드 프리미어리그(EPL) 경기 중 또 다시 인종차별 행위로 피해를 입었다. 영국 &apos;디애슬래틱... 공격수 <b>손흥민</b>(30)을 향한 인종차별적 행위를 인지하고 조사 중이다. 매체는 지난 15일 영국 런던에서 펼쳐진... ,http://www.starnewsk.com/news/articleView.html?idxno=32663,http://www.starnewsk.com/news/articleView.html?idxno=32663,"Thu, 18 Aug 2022 10:06:00 +0900"
2,또 인종차별 당했다…<b>손흥민</b> 앞에서 눈 찢은 첼시팬,잉글랜드 프로축구(EPL) 첼시가 토트넘전 <b>손흥민</b>을 향한 인종차별 가능성을 인지하고 조사에 착수했다. 영국 스포츠 매체 디애슬래틱은 17일 &quot;지난 14일 첼시와 토트넘의 맞대결에서 <b>손흥민</b>이 코너킥을 차러 이동하던 중... ,http://news.tvchosun.com/site/data/html_dir/2022/08/18/2022081890064.html,https://sports.news.naver.com/news.nhn?oid=448&aid=0000370428,"Thu, 18 Aug 2022 10:04:00 +0900"
3,"은돔벨레, 김민재 동료된다···나폴리행 임박",파비안 루이스가 프랑스 리그1의 파리 생제르맹(PSG)으로 이적을 앞두고 있어 중원의 공백을 메울 자원이 필요했다. 이로써 은돔벨레는 <b>손흥민</b>에 이어 또 한 명의 한국 대표팀 선수인 김민재와 한솥밥을 먹게 됐다.,http://sports.khan.co.kr/news/sk_index.html?art_id=202208180951003&sec_id=520401&pt=nv,https://sports.news.naver.com/news.nhn?oid=144&aid=0000831634,"Thu, 18 Aug 2022 09:52:00 +0900"
4,"&apos;혐오의 눈찢는 제스쳐 등장&apos; <b>손흥민</b>, 첼시전 인종차별 당해",<b>손흥민</b>이 첼시와의 경기를 치르는 도중 인종차별을 당했다. 토트넘 훗스퍼는 15일(이하 한국시간) 영국... 선발 출장한 <b>손흥민</b>은 후반 34분 교체되기 전까지 경기장 곳곳을 누비면서 최선을 다하는 경기를 보여줬다. 이번... ,http://www.interfootball.co.kr/news/articleView.html?idxno=579769,https://sports.news.naver.com/news.nhn?oid=413&aid=0000144819,"Thu, 18 Aug 2022 09:46:00 +0900"
5,"첼시, <b>손흥민</b> 상대 인종차별 행위 조사 착수",잉글랜드 프리미어리그(EPL) 경기 중 관중석에서 <b>손흥민</b>(30)에게 인종차별 행위를 한 정황이 포착 돼 조사에... 무)에서 <b>손흥민</b>을 향한 인종차별 사례를 인지하고 조사 중이라고 보도했다. 매체에 따르면 경기 후반전... ,https://sports.donga.com/article/all/20220818/115008640/2,https://sports.news.naver.com/news.nhn?oid=382&aid=0000998711,"Thu, 18 Aug 2022 09:40:00 +0900"
6,<b>손흥민</b> 또 인종차별 당했다…&quot;첼시전 조사 착수&quot;,<b>손흥민</b>(30·토트넘)이 잉글랜드 프리미어리그(EPL) 경기 중 인종차별 행위로 피해를 입었다는 현지 보도가... 경기에서 <b>손흥민</b>을 겨냥한 인종차별 행위가 발생한 정황을 포착하고 조사에 착수했다&quot;고 전했다. 매체에... ,http://news.heraldcorp.com/view.php?ud=20220818000111,https://n.news.naver.com/mnews/article/016/0002029830?sid=104,"Thu, 18 Aug 2022 09:36:00 +0900"
7,"황희찬, 3층 초호화 단독주택 공개…으리으리한 英라이프","그는 지난 시즌 EPL에서 30경기 5골 1도움을 기록했으며, 오는 11월 카타르 월드컵에서 <b>손흥민</b>(토트넘 홋스퍼)과 함께 대한민국의 공격을 이끌 에이스로 평가받고 있다.",http://news.mt.co.kr/mtview.php?no=2022081808270799215,https://n.news.naver.com/mnews/article/008/0004784339?sid=106,"Thu, 18 Aug 2022 09:33:00 +0900"
8,"디애슬래틱 &quot;EPL 첼시, 토트넘전 <b>손흥민</b> 노린 인종차별 행위 조사&quot;",잉글랜드 프로축구 프리미어리그(EPL) 첼시가 토트넘전에서 <b>손흥민</b>(30)을 향한 인종차별이 이뤄졌을... 이 매체는 지난 14일 영국 런던의 스탬퍼드 브리지에서 열린 2022-2023 EPL 2라운드 첼시와 토트넘의 경기 후반 <b>손흥민</b>... ,http://www.maniareport.com/view.php?ud=2022081809255965135e8e941087_19,https://sports.news.naver.com/news.nhn?oid=425&aid=0000131719,"Thu, 18 Aug 2022 09:30:00 +0900"
9,"은돔벨레, 나폴리행 &apos;코앞&apos;…<b>손흥민</b> 동료→김민재 동료로","<b>손흥민</b>의 동료였던 은돔벨레가 나폴리의 유니폼을 입게 될 것으로 보인다. 영국 일간 가디언, 스포츠... 이로써 그는 <b>손흥민</b>에 이어서 또 한 명의 한국 대표팀 선수인 김민재와 한솥밥을 먹게 됐다. 한편 나폴리는... ",http://www.dailysportshankook.co.kr/news/articleView.html?idxno=262481,http://www.dailysportshankook.co.kr/news/articleView.html?idxno=262481,"Thu, 18 Aug 2022 09:22:00 +0900"
10,"<b>손흥민</b>, 또 인종차별 당했나? &apos;눈 찢는&apos; 행위 포착…첼시, 조사 착수",첼시가 토트넘전에서 <b>손흥민</b>(춘천 출신)을 겨냥한 인종차별이 이뤄진 정황을 포착해 조사에 나섰다. 17일... 홈팬들이 <b>손흥민</b>을 향해 인종차별적인 제스처를 취했다. 구체적인 경위는 밝혀지지 않았지만 토트넘 팬... ,http://www.kado.net/news/articleView.html?idxno=1140471,https://sports.news.naver.com/news.nhn?oid=654&aid=0000017758,"Thu, 18 Aug 2022 09:18:00 +0900"
11,"<b>손흥민</b> 동료 은돔벨레, 김민재와 나폴리서 뛰게 될까?",<b>손흥민</b>(토트넘 홋스퍼)의 동료 탕기 은돔벨레가 이탈리아 세리에A 나폴리로 이적할 가능성이 제기됐다. 성사되면 김민재의 팀메이트가 되는 셈이다. 축구 전문매체 풋볼 이탈리아는 18일(이하 한국시각) &quot;은돔벨레가... ,http://moneys.mt.co.kr/news/mwView.php?no=2022081808391760477,https://sports.news.naver.com/news.nhn?oid=417&aid=0000843801,"Thu, 18 Aug 2022 09:16:00 +0900"
12,"EPL 첼시 &apos;인종차별&apos; 조사 착수…홈팬, <b>손흥민</b> 향해 &apos;눈 찢기&apos;",잉글랜드 프로축구 프리미어리그(EPL) 첼시가 토트넘전에서 <b>손흥민</b>(30)을 향한 인종차별이 이뤄졌을... 후반 <b>손흥민</b>이 코너킥을 차러 이동하던 중 일부 홈팬이 인종차별 행위를 했다고 보도했습니다. 아직 첼시와... ,http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00011&news_seq_no=4825891,https://sports.news.naver.com/news.nhn?oid=057&aid=0001684257,"Thu, 18 Aug 2022 09:15:00 +0900"
13,"&apos;벌써 <b>손흥민</b> 인종차별 3번째&apos;→첼시, 관중들 조사→당시 상황보니...",영국 프리미어 리그 첼시가 지난 주말 벌어진 토트넘과의 경기에서 <b>손흥민</b>을 겨냥한 인종 차별적 학대... 이날 경기에서 <b>손흥민</b>에게 인종차별적 학대가 일어난 상황은 이렇다. 후반전 <b>손흥민</b>이 코너킥을 노리는... ,http://www.mydaily.co.kr/new_yk/html/read.php?newsid=202208180854373747&ext=na&utm_campaign=naver_news&utm_source=naver&utm_medium=related_news,https://sports.news.naver.com/news.nhn?oid=117&aid=0003636741,"Thu, 18 Aug 2022 09:13:00 +0900"
14,<b>손흥민</b> 동료에서 김민재 동료로…은돔벨레 나폴리행 임박,이로써 은돔벨레는 <b>손흥민</b>에 이어 또 한 명의 한국 대표팀 선수인 김민재와 한솥밥을 먹게 됐습니다. 나폴리는 오는 21일 AC 몬차를 상대로 2022-2023시즌 세리에A 첫 홈 경기를 치릅니다.,https://news.sbs.co.kr/news/endPage.do?news_id=N1006864084&plink=ORI&cooper=NAVER,https://sports.news.naver.com/news.nhn?oid=055&aid=0000993592,"Thu, 18 Aug 2022 09:10:00 +0900"
15,"은돔벨레, <b>손흥민</b> 동료에서 김민재 동료 된다","은돔벨레는 새로운 팀을 물색했고, 주전 미드필더 파비안 루이스의 파리 생제르맹(프랑스) 이적이 임박한 나폴리로 행선지를 정했다. 이로써 은돔벨레는 <b>손흥민</b>(토트넘)에 이어 김민재(나폴리)와 한솥밥을 먹게 됐다.",http://www.munhwa.com/news/view.html?no=2022081801039939044003,https://sports.news.naver.com/news.nhn?oid=021&aid=0002526896,"Thu, 18 Aug 2022 09:06:00 +0900"
16,&apos;SON 절친&apos; 100억도 안되는 충격 &apos;몸값&apos;…한때 1600억이 넘었는데,<b>손흥민</b>의 절친이자 추락한 &apos;재능 천재&apos; 델레 알리의 터키 베식타스행이 24시간 안에 결정될 것으로 보인다. 프랑스의 &apos;풋 메르카토&apos;는 18일(한국시각) &apos;알리가 곧 베식타스로의 임대 이적을 완료할 예정이다. 베식타스는... ,http://sports.chosun.com/news/ntype.htm?id=202208190100128610007859&servicedate=20220818,https://sports.news.naver.com/news.nhn?oid=076&aid=0003906054,"Thu, 18 Aug 2022 09:05:00 +0900"
17,"‘메날두’ 홀란드, 갑부구단 맨시티FC의 한 풀어줄까",지난 시즌 공동 득점왕인 <b>손흥민</b>(토트넘 훗스퍼)과 모하메드 살라흐(이집트.리버풀)에게는 득점 경쟁에 비상이 걸린 상태다. 홀란드는 도르트문트에서 단 2시즌 반 활약하며 89경기에서 무려 86골을 터트려... ,http://www.skyedaily.com/news/news_view.html?ID=164662,http://www.skyedaily.com/news/news_view.html?ID=164662,"Thu, 18 Aug 2022 08:50:00 +0900"
18,"<b>손흥민</b>, 첼시 팬에 인종차별 당했다...&quot;경찰에 연락·조사중&quot;",사진=트위터 잉글랜드 프리미어리그(EPL) 토트넘에서 활약 중인 <b>손흥민</b>(30)이 올 시즌 첼시와 경기에서 일부... 후반 <b>손흥민</b>이 코너킥을 차기 위해 이동하다가 일부 첼시 팬들의 인종차별 행위와 맞닥뜨렸다고 전했다.... ,http://starin.edaily.co.kr/news/newspath.asp?newsid=01111926632428632,https://sports.news.naver.com/news.nhn?oid=018&aid=0005294790,"Thu, 18 Aug 2022 08:46:00 +0900"
19,"<b>손흥민</b>vs황희찬, 시즌 첫골 주인공은?...&apos;토트넘vs울버햄튼&apos; 20일 생중계",22-23 PL 3라운드에서 <b>손흥민</b>의 토트넘과 황희찬의 울버햄튼이 맞붙는다. 지난 시즌 리그와 리그컵에서 각각 한차례씩 만났던 <b>손흥민</b>과 황희찬이 처음으로 선발 맞대결을 치르게 될지 주목된다. 두 선수 모두 시즌 마수걸이... ,http://www.slist.kr/news/articleView.html?idxno=377508,http://www.slist.kr/news/articleView.html?idxno=377508,"Thu, 18 Aug 2022 08:38:00 +0900"
20,"황희찬 이어 <b>손흥민</b>까지...첼시, 인종차별 행위 조사",AP연합뉴스 <b>손흥민</b>(30·토트넘 홋스퍼)이 또다시 인종차별의 피해자가 됐다. 스포츠 전문매체 디애슬레틱은 18일(한국시간) “지난 14일 런던 스탬포드 브리지에서 열린 첼시와 리그 경기서 <b>손흥민</b>을 겨냥한 인종차별... ,http://www.sportsseoul.com/news/read/1151843?ref=naver,https://sports.news.naver.com/news.nhn?oid=468&aid=0000874695,"Thu, 18 Aug 2022 08:38:00 +0900"
21,"&apos;<b>손흥민</b> 동료&apos; 은돔벨레, 토트넘 떠나 김민재의 나폴리로 임대이적",<b>손흥민</b>(30)의 동료였던 탕귀 은돔벨레(26·프랑스)가 토트넘 홋스퍼(잉글랜드)를 떠나 이탈리아 무대로... 은돔벨레는 한국 국가대표 공수 간판인 <b>손흥민</b>과 김민재와 차례로 같은 팀에서 뛰는 인연이 됐다. 나폴리는... ,https://www.news1.kr/articles/4776169,https://sports.news.naver.com/news.nhn?oid=421&aid=0006283518,"Thu, 18 Aug 2022 08:30:00 +0900"
22,"<b>손흥민</b>, 첼시팬에 인종차별 당했다?… &apos;눈찢기 제스처&apos; 목격",<b>손흥민</b>(토트넘 홋스퍼)이 잉글랜드 프리미어리그(EPL) 경기 도중 인종차별을 당했다는 현지 보도가 나왔다.... 팬들이 <b>손흥민</b>에게 인종차별적 행위를 한 것을 인지하고 조사에 착수했다&quot;고 전했다. 매체에 따르면 첼시... ,http://moneys.mt.co.kr/news/mwView.php?no=2022081808064851432,https://sports.news.naver.com/news.nhn?oid=417&aid=0000843774,"Thu, 18 Aug 2022 08:29:00 +0900"
23,은돔벨레 나폴리행 임박...김민재와 &apos;한솥밥&apos;,이로써 은돔벨레는 <b>손흥민</b>에 이어 또 한 명의 한국 대표팀 선수인 김민재와 한솥밥을 먹게 됐다. 나폴리는 오는 21일 AC 몬차를 상대로 2022-2023시즌 세리에A 첫 홈 경기를 치른다. 뉴스로드,http://www.newsroad.co.kr/news/articleView.html?idxno=18358,http://www.newsroad.co.kr/news/articleView.html?idxno=18358,"Thu, 18 Aug 2022 08:20:00 +0900"
24,"&quot;토트넘, 첼시에 수십억 마일 뒤떨어져&quot; 머슨 &quot;<b>손흥민</b> 포함 토트넘 4명만 첼시...","토트넘은 믿을 수 없는 선발 11을 가지고 있지 않다&quot;고 지적했다. 그러면서 &quot;좋은 선수인 중앙 수비수 크리스티안 로메로와 해리 케인, <b>손흥민</b>, 데얀 쿨루세프스키를 제외하고는 첼시의 선발11에 들 수 없다&quot;고 개탄했다.",http://www.maniareport.com/view.php?ud=2022081808095081264fed20d304_19,https://sports.news.naver.com/news.nhn?oid=425&aid=0000131715,"Thu, 18 Aug 2022 08:14:00 +0900"
25,"<b>손흥민</b>, 첼시전서 인종차별 당했다... 첼시 조사 착수",<b>손흥민</b>(토트넘 홋스퍼)이 또다시 인종차별의 피해를 입었다. 영국 매체 &apos;더 선&apos;은 18일(이하 한국시간) &quot;첼시가 <b>손흥민</b>을 향한 인종차별 가능성을 조사 중이다&quot;라고 전했다. <b>손흥민</b>이 속한 토트넘과 첼시는 지난 15일... ,https://www.spotvnews.co.kr/news/articleView.html?idxno=543445,https://sports.news.naver.com/news.nhn?oid=477&aid=0000376829,"Thu, 18 Aug 2022 08:11:00 +0900"
26,"&apos;추락한 천재&apos; 알리, 베식타스행 확정...구매 옵션 단돈 &apos;90억&apos;","더불어 크리스티안 에릭센, <b>손흥민</b>, 해리 케인과 &apos;DESK&apos; 라인을 형성하며 유럽 무대를 두려움에 떨게 했다. 하지만 영원한 것은 없었다. 알리는 점점 추락했고, 리그에서 1,000분도 뛰지 못하는 벤치 자원으로 전락했다.... ",http://www.interfootball.co.kr/news/articleView.html?idxno=579755,https://sports.news.naver.com/news.nhn?oid=413&aid=0000144815,"Thu, 18 Aug 2022 08:09:00 +0900"
27,램파드 감독 눈밖에 난 ‘<b>손흥민</b> 친구’ 결국 쫓겨나나,"<b>손흥민</b>(30, 토트넘)과 토트넘 미드필드를 책임졌던 델레 알리(26, 에버튼)가 끝없이 추락하고 있다. BBC는 18일 “알리가 튀르키예(터키) 명문 베식타스 임대 이적이 임박했다. 아직 이적이 확실하지 않지만 성사된다면... ",http://www.osen.co.kr/article/G1111921444,https://sports.news.naver.com/news.nhn?oid=109&aid=0004680412,"Thu, 18 Aug 2022 08:07:00 +0900"
28,"첼시, <b>손흥민</b> 향한 인종차별 조사 착수",<b>손흥민</b>(토트넘)에게 인종차별을 한 행위에 대해 첼시가 조사를 개시했다. 스포츠 전문 매체 &apos;디 애슬래틱&apos;은 18일(한국시간) 첼시가 <b>손흥민</b>을 향한 인종차별 사건에 대한 조사를 개시했다고 보도했다. 첼시와 토트넘은... ,http://www.footballist.co.kr/news/articleView.html?idxno=154308,https://sports.news.naver.com/news.nhn?oid=436&aid=0000062190,"Thu, 18 Aug 2022 08:01:00 +0900"
29,"득점왕 <b>손흥민</b> 향한 인종차별 제스처…첼시, 조사 착수","<b>손흥민</b>(30, 토트넘 홋스퍼)이 또 다시 인종차별 피해를 당했다. 디 애슬레틱은 17일(현지시간) &quot;잉글랜드 프리미어리그 첼시가 토트넘과 홈 경기에서 <b>손흥민</b>을 향한 인종차별적 행위가 발생한 정황을 포착해 조사에... ",https://www.nocutnews.co.kr/news/5803508,https://sports.news.naver.com/news.nhn?oid=079&aid=0003675825,"Thu, 18 Aug 2022 08:00:00 +0900"
30,"첼시, 토트넘전서 <b>손흥민</b> 노린 인종차별 행위 조사 중",토트넘전에서 <b>손흥민</b>을 향한 인종차별 행위에 대한 조사에 나섰다. 스포츠 전문 매체 디애슬레틱은 18일(한국시간) “잉글랜드 프로축구 프리미어리그(EPL) 첼시가 토트넘과의 경기에서 <b>손흥민</b>을 겨냥한 인종차별 행위가... ,https://www.donga.com/news/article/all/20220818/115007279/2,https://sports.news.naver.com/news.nhn?oid=020&aid=0003446082,"Thu, 18 Aug 2022 07:59:00 +0900"
31,"&quot;EPL 첼시, 토트넘전 <b>손흥민</b> 노린 인종차별 행위 조사&quot;",잉글랜드 프로축구 프리미어리그(EPL) 첼시가 토트넘전에서 <b>손흥민</b>(30)을 향한 인종차별이 이뤄졌을... 이 매체는 지난 14일 영국 런던의 스탬퍼드 브리지에서 열린 2022-2023 EPL 2라운드 첼시와 토트넘의 경기 후반 <b>손흥민</b>... ,https://news.sbs.co.kr/news/endPage.do?news_id=N1006863993&plink=ORI&cooper=NAVER,https://sports.news.naver.com/news.nhn?oid=055&aid=0000993577,"Thu, 18 Aug 2022 07:52:00 +0900"
32,"토트넘 <b>손흥민</b> 겨냥한 인종차별 행위 발생... 첼시, 조사 착수",잉글랜드 프로축구 프리미어리그(EPL)에서 활약하는 <b>손흥민</b>(30·토트넘)이 또 인종차별의 피해자가 됐다. 스포츠 전문매체 디애슬레틱은 “첼시가 스탬포드 브리지에서 열린 토트넘과 리그 경기에서 <b>손흥민</b>을 겨냥한... ,https://isplus.com/2022/08/18/sports/football/20220818075213639.html,https://sports.news.naver.com/news.nhn?oid=241&aid=0003225472,"Thu, 18 Aug 2022 07:52:00 +0900"
33,"첼시, 토트넘전에서 <b>손흥민</b> 노린 인종차별 행위 조사",잉글랜드 프로축구 프리미어리그(EPL) 첼시가 <b>손흥민</b>(토트넘 홋스퍼)을 향한 인종차별 행위에 대해 조사에... 홈경기에서 <b>손흥민</b>을 향한 인종차별 행위가 벌어졌을 가능성을 인지한 뒤 조사를 시작했다. 당시 <b>손흥민</b>은... ,http://www.munhwa.com/news/view.html?no=2022081801039939044001,https://sports.news.naver.com/news.nhn?oid=021&aid=0002526885,"Thu, 18 Aug 2022 07:51:00 +0900"
34,<b>손흥민</b> 동료에서 김민재 동료로…은돔벨레 나폴리행 임박,이로써 은돔벨레는 <b>손흥민</b>에 이어 또 한 명의 한국 대표팀 선수인 김민재와 한솥밥을 먹게 됐다. 나폴리는 오는 21일 AC 몬차를 상대로 2022-2023시즌 세리에A 첫 홈 경기를 치른다.,https://www.yna.co.kr/view/AKR20220818016800007?input=1195m,https://sports.news.naver.com/news.nhn?oid=001&aid=0013381939,"Thu, 18 Aug 2022 07:50:00 +0900"
35,"&quot;EPL 첼시, 토트넘전 <b>손흥민</b> 노린 인종차별 행위 조사&quot;",후반 <b>손흥민</b>이 코너킥을 차러 이동하다가 일부 홈팬의 인종차별 행위와 맞닥뜨렸다고 전했습니다. 아직... 채 <b>손흥민</b>을 향해 눈을 옆으로 찢는 제스처를 취한 남성이 찍힌 사진이 공유되고 있습니다. 2-2 무승부로 끝난... ,https://news.sbs.co.kr/news/endPage.do?news_id=N1006863996&plink=ORI&cooper=NAVER,https://sports.news.naver.com/news.nhn?oid=055&aid=0000993566,"Thu, 18 Aug 2022 07:42:00 +0900"
36,"<b>손흥민</b>, EPL 경기 중 인종차별적 행위로 피해…첼시 구단, 조사 착수",토트넘 홋스퍼의 공격수 <b>손흥민</b>(30)이 잉글랜드 프리미어리그(EPL) 경기 중 인종차별 행위로 피해를... 무)에서 <b>손흥민</b>을 향한 인종차별적 학대 사례를 인지하고 조사 중이라고 보도했다. 매체에 따르면 지난 15일 영국... ,https://www.news1.kr/articles/4776132,https://sports.news.naver.com/news.nhn?oid=421&aid=0006283483,"Thu, 18 Aug 2022 07:40:00 +0900"
37,"첼시, 토트넘전서 <b>손흥민</b> 향한 인종차별 조사 중",첼시가 토트넘전에서 <b>손흥민</b>(30)을 향한 인종차별이 이뤄졌을 가능성을 인지하고 조사에 착수했다고... 후반 <b>손흥민</b>이 코너킥을 차러 이동하다가 일부 홈팬의 인종차별 행위와 맞닥뜨렸다고 전했다. 첼시와 토트넘은... ,https://www.khan.co.kr/sports/football/article/202208180735001,https://sports.news.naver.com/news.nhn?oid=032&aid=0003167262,"Thu, 18 Aug 2022 07:36:00 +0900"
38,"첼시, 토트넘전서 <b>손흥민</b> 향한 인종차별 조사 중",첼시가 토트넘전에서 <b>손흥민</b>(30)을 향한 인종차별이 이뤄졌을 가능성을 인지하고 조사에 착수했다고... 후반 <b>손흥민</b>이 코너킥을 차러 이동하다가 일부 홈팬의 인종차별 행위와 맞닥뜨렸다고 전했다. 첼시와 토트넘은... ,http://sports.khan.co.kr/news/sk_index.html?art_id=202208180734003&sec_id=520401&pt=nv,https://sports.news.naver.com/news.nhn?oid=144&aid=0000831601,"Thu, 18 Aug 2022 07:35:00 +0900"
39,"첼시, “토트넘전에서 <b>손흥민</b> 인종차별 당했을 가능성 있어···조사 착수”",잉글랜드 프로축구 프리미어리그(EPL) 첼시가 토트넘전에서 <b>손흥민</b>(30)을 향한 인종차별이 이뤄졌을... 이 매체는 지난 14일 영국 런던의 스탬퍼드 브리지에서 열린 2022~2023 EPL 2라운드 첼시와 토트넘의 경기 후반 <b>손흥민</b>... ,http://sports.khan.co.kr/news/sk_index.html?art_id=202208180733003&sec_id=520401&pt=nv,https://sports.news.naver.com/news.nhn?oid=144&aid=0000831600,"Thu, 18 Aug 2022 07:34:00 +0900"
40,&quot;<b>손흥민</b> 겨냥한 인종차별 행위 발생…첼시 구단 조사&quot;,행동 <b>손흥민</b>(30·토트넘)이 또 인종차별의 피해자가 됐다. 스포츠 전문 매체 디애슬레틱은 18일(한국시간) &quot;잉글랜드 프로축구 프리미어리그(EPL) 첼시가 토트넘과의 경기에서 <b>손흥민</b>을 겨냥한 인종차별 행위가 발생한... ,http://www.newsis.com/view/?id=NISX20220818_0001981993&cID=10523&pID=10500,https://sports.news.naver.com/news.nhn?oid=003&aid=0011369145,"Thu, 18 Aug 2022 07:32:00 +0900"
41,[연합뉴스 이 시각 헤드라인] - 07:30,"전문보기: https://www.yna.co.kr/view/AKR20220818005200034 ■ &quot;EPL 첼시, 토트넘전 <b>손흥민</b> 노린 인종차별 행위 조사&quot; 잉글랜드 프로축구 프리미어리그(EPL) 첼시가 토트넘전에서 <b>손흥민</b>(30)을 향한 인종차별이 이뤄졌을... ",https://www.yna.co.kr/view/AKR20220818013600011?input=1195m,https://n.news.naver.com/mnews/article/001/0013381935?sid=004,"Thu, 18 Aug 2022 07:31:00 +0900"
42,"<b>손흥민</b>, 첼시전서 인종차별 당했다…첼시팬 눈 찢는 행위, 구단 조사 중",<b>손흥민</b>(30·토트넘 홋스퍼)이 첼시전에서 인종차별을 당한 것으로 알려졌다. 토트넘과 첼시는 지난 15일(이하... 그 대상이 바로 <b>손흥민</b>이었다. 영국 스포츠 전문 매체 디 애슬레틱은 18일 &quot;첼시 구단이 상대 팀 토트넘의... ,http://www.mediapen.com/news/view/747285,http://www.mediapen.com/news/view/747285,"Thu, 18 Aug 2022 07:22:00 +0900"
43,"&quot;첼시팬,SON에 또 인종차별 행위&quot; 첼시구단 현재 조사中",첼시 구단이 토트넘과의 런던 더비에서 <b>손흥민</b>에 대한 인종차별 행위에 대한 조사에 나섰다. 첼시와... 그라운드 안팎에서 90분 내내 치열했던 신경전 속에 후반 <b>손흥민</b>이 코너킥을 차러 가는 과정에서 인종차별 행위가... ,http://sports.chosun.com/news/ntype.htm?id=202208190100127710007793&servicedate=20220818,https://sports.news.naver.com/news.nhn?oid=076&aid=0003905986,"Thu, 18 Aug 2022 07:19:00 +0900"
44,"<b>손흥민</b>, 또 인종차별 당했다..EPL 첼시, 조사 착수",잉글랜드 프로축구 프리미어리그(EPL) 첼시가 토트넘전에서 <b>손흥민</b>을 향한 인종차별에 대해 조사에... 차려는 <b>손흥민</b>에게 눈을 찢는 인종차별 제스처를 했습니다. 실제로 토트넘 팬 커뮤니티·소셜미디어 등에는... ,http://www.ikbc.co.kr/article/view/kbc202208180007,https://sports.news.naver.com/news.nhn?oid=660&aid=0000015158,"Thu, 18 Aug 2022 07:15:00 +0900"
45,"첼시, 토트넘전 <b>손흥민</b> 노린 홈팬 인종차별 행위 조사",이투데이=김우람 기자 | 잉글랜드 프로축구 프리미어리그(EPL) 첼시가 토트넘전에서 <b>손흥민</b>(30)을 향한... 후반 <b>손흥민</b>이 코너킥을 차러 이동하다가 일부 홈팬의 인종차별 행위와 맞닥뜨렸다고 전했다. 아직 첼시와... ,https://www.etoday.co.kr/news/view/2164524,https://www.etoday.co.kr/news/view/2164524,"Thu, 18 Aug 2022 07:10:00 +0900"
46,[손X황 코리안더비 D-2]②나란히 도움→무득점…맞대결에서는 골맛?,"평행이론이라고 해도 될 것 같은 <b>손흥민</b>(30, 토트넘 홋스퍼)과 황희찬(26, 울버햄턴)의 2022-23 잉글랜드 프리미어리그(PL) 1~2라운드 결과다. <b>손흥민</b>은 지난 6일(한국시간) 사우스햄턴과의 개막전에서 에릭 다이어의 골에 칼날... ",https://www.spotvnews.co.kr/news/articleView.html?idxno=543435,https://sports.news.naver.com/news.nhn?oid=477&aid=0000376822,"Thu, 18 Aug 2022 07:01:00 +0900"
47,EPL 있을 바엔 튀르키예서 부활한다...베식타스 이적 동의,"당시 알리는 <b>손흥민</b>, 해리 케인, 크리스티안 에릭센과 함께 &apos;DESK&apos; 라인이라고 불리며 최고의 공격 라인을 자랑했다. 하지만 알리의 전성기는 빠르게 끝났다. 잦은 부상과 부진 등 복합적인 이유가 겹치면서 슬럼프에... ",http://www.fourfourtwo.co.kr/news/articleView.html?idxno=18120,https://sports.news.naver.com/news.nhn?oid=411&aid=0000013877,"Thu, 18 Aug 2022 07:01:00 +0900"
48,"[손X황 코리안더비 D-2]①10분은 짧았다, 이번에는 선발 정면 승부?","내용은 &apos;쏘니&apos; <b>손흥민</b>(30, 토트넘 홋스퍼)이 보여줬지만, 실속은 &apos;황소&apos; 황희찬(26, 울버햄턴)이 챙겼던 지난 2월 14일 토트넘 홋스퍼와 울버햄턴의 2021-22 잉글랜드 프리미어리그(PL) 25라운드. 당시 <b>손흥민</b>은 다리 근육... ",https://www.spotvnews.co.kr/news/articleView.html?idxno=543432,https://sports.news.naver.com/news.nhn?oid=477&aid=0000376821,"Thu, 18 Aug 2022 07:01:00 +0900"
49,[손X황 코리안더비 D-2]③시작은 박지성 vs 이영표…19번째 만남 성사되나,"<b>손흥민</b>이 뛰고 있는 토트넘 홋스퍼와 황희찬이 소속된 울버햄턴 원더러스가 20일(한국시간) 영국 런던... <b>손흥민</b>이 선발 출전한 반면, 황희찬은 후반 36분 다니엘 포덴세와 교체되어 그라운드에 투입됐다. 두 선수 모두... ",https://www.spotvnews.co.kr/news/articleView.html?idxno=543437,https://sports.news.naver.com/news.nhn?oid=477&aid=0000376823,"Thu, 18 Aug 2022 07:01:00 +0900"
